1018261,Website,https://www.caledoniafarmersmarket.com
1018261,Facebook,https://www.facebook.com/Danville.VT.Farmers.Market/
1009994,Facebook,https://www.facebook.com/ScottsbluffFarmersMarket
1000709,Website,http://www.highlandsnj.com
1000709,Facebook,https://www.facebook.com/pages/Highlands-Business-Partnership-Highlands-NJ/165486543524770
1000709,Othermedia,visithighlandsnj - Instagram
1019956,Facebook,https://www.facebook.com/29palmsfarmersmarket/
1019956,Othermedia,IG @29palmsfarmersmarket
1009959,Website,http://www.metroparks.org
1009959,Facebook,https://www.facebook.com/2ndStreetMarket/
1004950,Website,http://www.3frenchhensmarket.blogspot.com
1004950,Facebook,https://www.facebook.com/pages/3-French-Hens-French-Country-Market/422352511143508
1019938,Website,http://www.3rddayfarm.com
1019938,Facebook,facebook/ 3rd Day Farm
1018965,Website,https://experimentalstation.org/market
1018965,Facebook,61market
1018965,Twitter,61market
1019473,Website,http://www.aberdeensundaymarket.org
1019473,Facebook,Facebook.com/AberdeenSundayMarket
1010487,Website,http://www.abingdonfarmersmarket.com
1010487,Facebook,https://www.facebook.com/abingdonfarmersmarket
1019695,Website,https://www.townofabitasprings.com/farmers-market
1019695,Facebook,https://www.facebook.com/abitasprings.farmersmarket/
1019695,Othermedia,https://www.instagram.com/abitasprings.farmersmarket/
1021442,Facebook,facebook.com/acohfarmersmarket
1021442,Othermedia,instagram.com/acohfarmersmarket
1019676,Facebook,www.facebook.com/AdamsCountyFarmersMarket
1019676,Twitter,@ACFarmFresh
1019351,Website,http://www.acfarmersmarkets.org
1019351,Facebook,www.facebook.com/AdamsCountyFarmersMarket
1019351,Twitter,https://twitter.com/ACFarmFresh
1019351,Othermedia,www.instagram.com/adamscountyfarmersmarket
1019847,Facebook,https://www.facebook.com/FarmersAtAdamsRicciParkEast/
1019847,Twitter,@adamsriccifm
1019847,Youtube,n/a
1019847,Othermedia,https://www.instagram.com/adamsriccifarmersmarket/
1019203,Website,http://AGFarmersMarket.com
1019203,Facebook,http://www.facebook.com/AGFarmersMarket
1019203,Twitter,http://twitter.com/AGFarmMarket
1019203,Othermedia,http://www.instagram.com/agfarmersmarket
1012233,Website,http://www.agricenter.org/farmersmarket/
1012233,Facebook,https://www.facebook.com/farmersmarketmemphis/
1012233,Twitter,https://twitter.com/Agricenter_Intl
1012233,Youtube,https://www.youtube.com/channel/UCGksUsmHEJonFv5cwivsjZA
1012233,Othermedia,https://www.instagram.com/agricenterinternational/
1005258,Website,http://www.honolulu.gov/parks/programs/pom
1008054,Facebook,https://www.facebook.com/airportfarmersandfleamarket
1008612,Website,http://www.441market.com
1008612,Facebook,https://www.facebook.com/441acfmarket
1008612,Othermedia,http://pinterest.com/441market
1018304,Facebook,https://www.facebook.com/AlamoHeightsFarmersMarket/
1018304,Twitter,https://twitter.com/AlamoHeightsFM
1018304,Othermedia,https://www.instagram.com/alamoheightsfm/?hl=en
1004070,Website,http://www.alamosafarmersmarket.org
1004070,Facebook,https://www.facebook.com/pages/Alamosa-Farmers-Market/104375596315429?fref=ts
1021689,Facebook,https://www.facebook.com/Albany.OR.Farmers.Market
1021689,Othermedia,https://www.instagram.com/albanyorfarmersmarket/
1019371,Facebook,https://www.facebook.com/Albany-IN-Farmers-Market-405175829889200/?modal=admin_todo_tour
1021578,Facebook,https://www.facebook.com/MainStreetAlbany
1000519,Website,http://www.visitalexbay.org
1000519,Facebook,https://www.facebook.com/pages/Alexandria-Bay-Chamber-of-Commerce/82504121853
1021464,Website,https://www.louisiana-central.com/alexandria-farmers-market
1021464,Facebook,https://www.facebook.com/AlexandriaFarmersMarket
1021464,Othermedia,https://www.instagram.com/alexandriafarmersmarket/
1021597,Website,https://visitalgomawi.com/market/
1021597,Facebook,https://www.facebook.com/AlgomaSundayFarmersMarket
1019831,Website,http://www.acfarmersmarket.com
1019831,Facebook,Allen County Farmers' Market
1019832,Website,http://www.acfarmersmarket.com
1019832,Facebook,Allen County Farmers' Market
1012389,Website,http://www.alohacommunityfarmersmarket.org
1012389,Facebook,https://www.facebook.com/Aloha-Community-Farmers-Market-913645008655691/
1012389,Twitter,@AlohaFarmMarket
1012389,Othermedia,Instagram: Aloha Community Farmers' Market
1020150,Website,http://svsaturdaymarket.org/
1020150,Facebook,https://www.facebook.com/ModocCFM/
1021309,Website,http://www.farmtocitymarkets.com
1021309,Facebook,https://www.facebook.com/FarmToCity
1003563,Facebook,https://www.facebook.com/amicalolafarmersmarket/
1019438,Website,https://amquistation.org/farmers-market/
1012157,Facebook,https://www.facebook.com/groups/478915098830452/
1005944,Website,http://www.anacortesfarmersmarket.org
1005944,Facebook,https://www.facebook.com/AnacortesFarmersMarket
1019647,Website,https://www.andersoncountysc.org/parks/
1019647,Facebook,www.facebook.com/andersoncountyfarmersmarket
1020084,Facebook,AndersonCoFarmersMarket
1003516,Website,http://www.andersonvillemarket.org
1003516,Facebook,https://www.facebook.com/andersonville?ref=bookmarks
1020060,Website,http://andoverfarmersmarket.com/
1020060,Facebook,https://www.facebook.com/andoverfarmersmarket/?view_public_for=153480551390115
1020060,Othermedia,https://www.instagram.com/andovermafarmersmarket/
1019096,Facebook,Annandale Farmers Market
1019350,Website,https://www.antioch.il.gov/?s=Farmers+Market
1019350,Facebook,https://www.facebook.com/VillageOfAntioch/
1000431,Website,http://www.appletondowntown.org
1000431,Facebook,www.facebook.com/downtownappletonfarmmarket
1021359,Website,https://aquidneckcommunitytable.org/
1021359,Facebook,https://www.facebook.com/Aquidneck-Growers-Market-145175198849594
1021359,Othermedia,@aquidneckgrowers
1021733,Website,https://aquidneckcommunitytable.org/
1021733,Facebook,https://www.facebook.com/Aquidneck-Growers-Market-145175198849594
1021733,Othermedia,@aquidneckgrowers
1021732,Website,https://aquidneckcommunitytable.org/
1021732,Facebook,https://www.facebook.com/Aquidneck-Growers-Market-145175198849594
1021732,Othermedia,@aquidneckgrowers
1019662,Website,https://www.arlington-vermont.com/farmers-market
1019662,Facebook,https://www.facebook.com/Market05250
1019904,Website,https://guide.farmfreshri.org/food/farmersmarkets_details.php?market=17
1019904,Facebook,https://www.facebook.com/farmfreshri/
